
"Graph Theory, 5th Edition [Free Preview]","A standard textbook of modern graph theory, covering the core material of the subject with complete proofs. Can be used as a text for an introductory course, as a graduate text, and for self-study.",http://diestel-graph-theory.com/basic.html?

Signal Processing for Communications,"A novel, less formal approach to signal processing. The treatment is less focused on the mathematics and more on the conceptual and practical aspects but the book remains an engineering text, with the goal of helping students solve real-world problems.",http://www.sp4comm.org/getit.html

Introduction to  Signal Processing,This book provides an applications-oriented introduction to digital signal processing written primarily for electrical engineering undergraduates. Practicing engineers and graduate students may also find it useful as a first text on the subject.,http://www.ece.rutgers.edu/~orfanidi/intro2sp/orfanidis-i2sp.pdf

College Algebra,Online notes for Algebra course that author teaches at Lamar University.,http://tutorial.math.lamar.edu/Classes/Alg/Alg.aspx

Azure Machine Learning,"Introduces Microsoft Azure Machine Learning, a service that a developer can use to build predictive analytics models (using training datasets from a variety of data sources) and then deploy those models for consumption as cloud web services.",http://download.microsoft.com/download/0/9/6/096170E9-23A2-4DA6-89F5-7F5079CB53AB/9780735698178.pdf

Social Media Mining - An Introduction,"This book integrates social media, social network analysis, and data mining to provide a convenient and coherent platform for students, practitioners, researchers, and project managers to understand the basics and potentials of social media mining.",http://dmml.asu.edu/smm/

KB – Neural Data Mining with Python sources,The aim of this book is to present and describe in detail the algorithms to extract the knowledge hidden inside data using Python language.,http://www.freeopen.org/?p=85

Disruptive Possibilities: How Big Data Changes Everything,"Provides an historically-informed overview of big data through a wide range of topics, from the evolution of commodity supercomputing and the simplicity of big data technology, to the ways conventional clouds differ from Hadoop analytics clouds.",http://hortonworks.com/wp-content/uploads/2013/03/ComplimentsofHortonworks.pdf

Big Data Now: 2015 Edition,"Recaps the trends, tools, applications, and forecasts of big data. Includes data-driven cultures, data science, data pipelines, big data architecture and infrastructure, the Internet of Things and real time, applications of big data, security, and ethics.",http://www.oreilly.com/data/free/big-data-now-2015-edition.csp

Foundations of Data Science,Provides the background needed for a modern theoretical course in computer science.,http://www.cs.cornell.edu/jeh/book11April2014.pdf

"Hacking the Xbox: An Introduction to Reverse Engineering, 1st Edition","This book shows you how to open an Xbox, make modifications to it (from a cosmetic LED color change, to putting in a new power supply, to adding a USB connector), and make the changes needed to get Linux running on it.",https://www.nostarch.com/xboxfree/

Full Stack Python,"An open book that explains concepts in plain language and provides the most helpful resources on creating, deploying and running a production Python web application.",https://www.fullstackpython.com/table-of-contents.html

CouchDB: The Definitive Guide (1st Edition),"Three of CouchDb's creators show you how to use this document-oriented database as a standalone application framework or with high-volume, distributed applications.",http://guide.couchdb.org/

"Learn Python, Break Python: A Beginner's Guide to Programming","A hands-on introduction to the Python programming language, written for people who have no experience with programming whatsoever.",http://learnpythonbreakpython.com

Introduction to Scientific Computing in Python,"A set of lectures on scientific computing with Python, using IPython notebooks.",http://raw.github.com/jrjohansson/scientific-python-lectures/master/Scientific-Computing-with-Python.pdf

"Game Theory, Alive",An introduction to the field of Game Thoery. Covers applications from a variety of disciplines and delve into some of the mathematics that underlies game theory.,https://homes.cs.washington.edu/~karlin/GameTheoryBook.pdf

Control Techniques for Complex Networks (Pre-publication Version),This book gives the tools and philosophy you need to build network models detailed enough to capture essential dynamics but simple enough to expose the structure of effective control solutions and to clarify analysis.,http://www.meyn.ece.ufl.edu/archive/CTCNonline.pdf

Rexx Programmer's Reference,"An introduction and programmer's reference of Rexx, a scripting language originally developed for mainframes but highly portable across platforms-from servers to desktops to handhelds, and widely used for rapid application development.",http://rexxinfo.org/Rexx_Programmers_Reference.pdf.zip

Algorithms and Data Structures With Applications to Graphics and Geometry,"Based on the authors' extensive teaching of algorithms and data structures, this text aims to show a sample of the intellectual demands required by a computer science curriculum.",https://www.dropbox.com/sh/fcd01oy6h102fn7/AACwEA2tCNWzgQYTNVyWQsupa/algorithms%20and%20data%20structures.pdf?dl=0

Python for Everybody: Exploring Data In Python 3,This book provides an Informatics-oriented introduction to programming. It focuses on using Python to solve data analysis problems common in the world of Informatics. ,http://www.pythonlearn.com/book.php

"Java, Java, Java: Object-Oriented Problem Solving, Third Edition",A suitable book for a typical Introduction to Computer Science (CS1) course or for a slightly more advanced Java as a Second Language course. ,http://www.cs.trincoll.edu/~ram/jjj/jjj-os-20170625.pdf

Proofs and Concepts: The Fundamentals of Abstract Mathematics,"This textbook provides an introduction to proofs, logic, sets, functions, and other fundamental topics of abstract mathematics. ",http://people.uleth.ca/~dave.morris/books/proofs+concepts.pdf

"Discrete Mathematics: An Open Introduction, 2nd Edition","This gentle introduction to discrete mathematics is written for first and second year math majors, especially those who intend to teach.",http://discretetext.oscarlevin.com/pdfs/dmoi-tablet.pdf

"How to Design Programs, Second Edition","This book focuses on habits of good programming, addressing both professional and vocational programmers.",https://htdp.org/2020-5-6/Book/index.html

A Graduate Course in Applied Cryptography,This book covers many constructions of practical cryptosystems for different tasks in cryptography. It also presents many case studies to survey how deployed systems operate.,https://toc.cryptobook.us/book.pdf

"Eloquent JavaScript, Second Edition - A Modern Introduction to Programming","A book about JavaScript, programming, and the wonders of the digital.",http://eloquentjavascript.net/Eloquent_JavaScript.pdf

Principles of Programming Languages,An introduction to the study of programming languages that evolved from lecture notes used in a programming languages course for students at Johns Hopkins University.,https://pl.cs.jhu.edu/pl/book/book.pdf

"Developing Multi-Tenant Applications for the Cloud on Microsoft Windows Azure™, Third Edition","This guide demonstrates how you can create from scratch a multi-tenant, Software as a Service (SaaS) application to run in the cloud by using Windows Azure.",https://msdn.microsoft.com/en-us/library/ff966499.aspx

"Precalculus, 3rd Edition",Presents materials at a level that definitely prepares a student for Calculus while giving them relevant Mathematics which can be used in other classes as well.,http://www.stitz-zeager.com/szprecalculus07042013.pdf

APIs on Rails: Building REST APIs with Rails,The best way to build scalable and maintanable API with Rails.,http://apionrails.icalialabs.com/book

Ruby on Rails 4.0 Guide: A step by step guide to learn Ruby on Rails 4.0 and Ruby 2.0,A step by step guide to learn Ruby on Rails 4.0. It includes a basic tutorial for Ruby 2.0.0 and is written for programmers who know at least one other programming language and are familiar with HTML.,http://www.xyzpub.com/en/ruby-on-rails/4.0/index.html

Objects on Rails: Notes on Flexible Web Application Design,"A ""developer's notebook"" documenting some guidelines, techniques, and ideas for applying classic object-oriented thought to Ruby on Rails applications.",http://objectsonrails.com/

.NET Book Zero: What the C or C++ Programmer Needs to Know about C# and the .NET Framework,An introduction to C# and the Microsoft .NET Framework for programmers who have experience with C or C++.,http://www.charlespetzold.com/dotnet/DotNetBookZero11.pdf

Computer Graphics Lecture Notes,Lecture notes for CSC 418/2504 Computer Graphics course at the University of Toronto.,https://www.dgp.toronto.edu/~hertzman/418notes.pdf

Machine Learning and Data Mining Lecture Notes,Lecture notes for CSC 411 Machine Learning and Data Mining course at the University of Toronto.,https://www.dgp.toronto.edu/~hertzman/411notes.pdf

"Introducing Microsoft SQL Server 2016: Mission-Critical Applications, Deeper Insights, Hyperscale Cloud","This book leads you through the major changes in the data platform, whether you are using SQL Server technology on-premises or in the cloud.",https://info.microsoft.com/Introducing-SQL-Server-2016-eBook.html

R Programming for Data Science,"Covers the fundamentals of R programming, using the same material developed as part of the industry-leading Johns Hopkins Data Science Specialization.",https://leanpub.com/rprogramming

Object-Oriented Programming in Python,This book presents a balanced and flexible approach to the incorporation of object-oriented principles in introductory courses using Python.,http://cs.slu.edu/~goldwasser/oopp/

Functional Programming in Scheme,A teaching material about functional programming in Scheme. Illustrated with examples from the area of web programming and web authoring.,http://people.cs.aau.dk/~normark/prog3-03/pdf/all.pdf

Object-oriented Programming in C# - for C and Java programmers,"A teaching material about object-oriented programming, illustrated with use of the programming language C#.",http://people.cs.aau.dk/~normark/oop-csharp/pdf/all.pdf

jQuery Enlightenment,Written to express the concepts essential to intermediate and advanced jQuery development. This book intends to instill in the reader practices that jQuery developers take as common knowledge.,http://www.codylindley.com/jquery_enlightenment.pdf

DOM Enlightenment,Helps the reader to understand the role jQuery plays in DOM scripting and to use the DOM directly in applications for mobile devices and specific browsers that require low overhead.,http://domenlightenment.com

JavaScript Enlightenment,This book gives readers an accurate JavaScript worldview under the hood and intends to transform them from JavaScript library users into JavaScript developers.,https://frontendmasters.com/books/javascript-enlightenment/

The Art of R Programming,"A guided tour of software development with R, from basic types and data structures to advanced topics like closures, recursion, and anonymous functions. No statistical knowledge is required.",http://heather.cs.ucdavis.edu/~matloff/132/NSPpart.pdf

"Modern Perl, Fourth Edition","This book explains Perl thoroughly, from its philosophical roots to the pragmatic decisions that help you solve real problems. Updated for Perl 5.22.",http://onyxneon.com/books/modern_perl/modern_perl_a4.pdf

Ruby on Rails Tutorial: Learn Web Development with Rails,"This book teaches you how to develop and deploy real, industrial-strength web applications with Ruby on Rails, the open-source web framework that powers top websites such as Twitter, Hulu, GitHub, and the Yellow Pages.",https://www.railstutorial.org/book

Modeling and Analysis of Information Technology Systems,"The book shows how to create simple models for practical problems, with the general theory of stochastic processes is omitted. It is assumed the reader has been exposed to a first course in probability theory.",http://irh.inf.unideb.hu/user/jsztrik/publications/books/GlobeEdit_Modeling_Sztrik_2016.pdf

Basic Queueing Theory: Foundations of System Performance Modeling,"The aim of the book is to present the basic methods, approaches in a Markovian level for the analysis of not too complicated systems. The main purpose is to understand how models could be constructed and how to analyze them.",http://irh.inf.unideb.hu/user/jsztrik/publications/books/GlobeEdit_Basic_Queueing_Theory_Sztrik_2016.pdf

Introduction to Queueing Theory and Stochastic Teletraffic Models,"This textbook provides students with basic knowledge of stochastic models that may apply to telecommunications research areas, such as traffic modelling, resource provisioning and traffic management.",http://www.ee.cityu.edu.hk/~zukerman/classnotes.pdf

Mathematical Cryptology,"The notes for the course MAT-52606 Mathematical Cryptology at TUT Finlandia. They contain the central mathematical background needed for understanding modern data encryption methods, and introduce applications in cryptography and various protocols.",http://math.tut.fi/~ruohonen/MC.pdf

Graph Theory,"Lecture notes for TUT Finlandia MAT-62756 Graph Theory course. They contain an introduction to basic concepts and results in graph theory, with a special emphasis put on the network-theoretic circuit-cut dualism.",http://math.tut.fi/~ruohonen/GT_English.pdf

An Introduction to Combinatorics and Graph Theory,A textbook introduction to combinatorics and graph theory. ,https://www.whitman.edu/mathematics/cgt_online/cgt.pdf

"Introduction to Probability, Statistics, and Random Processes","This book introduces students to probability, statistics, and stochastic processes. It can be used by both students and practitioners in engineering, various sciences, finance, and other related fields.",https://www.probabilitycourse.com

"Programming on Parallel Machines; GPU, Multicore, Clusters and More","A textbook on parallel programming. The main programming language used is C/C++, but some of the code is in R.",http://heather.cs.ucdavis.edu/~matloff/158/PLN/ParProcBook.pdf

From Algorithms to Z-Scores: Probabilistic and Statistical Modeling in Computer Science,A textbook for a course in mathematical probability and statistics for computer science students.,http://heather.cs.ucdavis.edu/~matloff/132/PLN/probstatbook/ProbStatBook.pdf

Think DSP: Digital Signal Processing in Python,An introduction to Digital Signal Processing in Python.,http://greenteapress.com/thinkdsp/thinkdsp.pdf

Physical Modeling in MATLAB,An introduction to programming in MATLAB and simulation of physical systems.,http://greenteapress.com/matlab/PhysModMatlab.pdf

The Computer Science Handbook,A handbook designed to explain algorithms and data structures in a way that anyone can understand. Familiarity with Java or C++ syntax is recommended.,http://www.thecshandbook.com/public_html/TheComputerScienceHandbook.pdf

A Course in Cryptography,Notes for an upper-level introductory undergraduate course in Cryptography.,http://www.cs.cornell.edu/courses/cs4830/2010fa/lecnotes.pdf

"Cryptography, An Introduction: Third Edition","Nigel Smart's Cryptography provides the rigorous detail required for advanced cryptographic studies, yet approaches the subject matter in an accessible style in order to gently guide new students through difficult mathematical topics. ",http://www.cs.umd.edu/~waa/414-F11/IntroToCrypto.pdf

Into the Core: A look at Tiny Core Linux,"This book covers Core from start to finish. The concepts are explained in detail, ending up with several example projects. Build your project with complete control over what is included, what hardware is supported, with nothing extra and no bloat.",http://distro.ibiblio.org/tinycorelinux/corebook.pdf

An Introduction to Computer Networks,"An introductory text for college or graduate course in computer networks, with a balance between practical matters and underlying principles. It covers the LAN, internetworking and transport layers, focusing primarily on TCP/IP.",http://intronetworks.cs.luc.edu

A Course in Discrete Structures,"An undergraduate course in basic Discrete Mathematics, with applications in Cryptography and Game Theory.",http://www.cs.cornell.edu/~rafael/discmath.pdf

Notes on Discrete Mathematics,"An introduction to formal methods for reasoning and to mathematical techniques basic to computer science. Topics include propositional logic, discrete mathematics, and linear algebra.",http://cs-www.cs.yale.edu/homes/aspnes/classes/202/notes.pdf

Foundations of Signal Processing,"Covers state-of-the-art signal processing methods and techniques, and provides a solid foundation for those hoping to advance the theory and practice of signal processing.",http://www.fourierandwavelets.org/FSP_v1.1_2014.pdf

"Lists, Decisions and Graphs - With an Introduction to Probability","Presents four basic areas of discrete mathematics: counting and listing, functions, decision trees and recursion, and basic concepts in graph theory.",http://cseweb.ucsd.edu/~gill/BWLectSite/Resources/LDGbookCOV.pdf

"Discrete Mathematics, Second Edition",A book about discrete mathematics which also discusses mathematical reasoning and logic.,http://www.cis.upenn.edu/~jean/discmath-root-b.pdf

Object-Oriented Programming in Java,Introducing computer programming to a diverse audience using Java as the programming medium.,http://www.cs.southern.edu/halterman/oopj.pdf

Fundamentals of C++ Programming,An introduction to computer programming and fundamental programming principles using C++. Also serves as a textbook for CPTR 124 Fundamentals of Programming course at Southern Adventist University.,https://archive.org/details/2018FundamentalsOfCppProgramming

Fundamentals of Python Programming,A textbook for CPTR 124 Fundamentals of Programming course at Southern Adventist University.,https://archive.org/details/2018Fundamentals.ofPython

Analyzing Linguistic Data: A Practical Introduction to Statistics using R,"A straightforward introduction to the statistical analysis of language, designed for those with a non-mathematical background.",http://www.sfs.uni-tuebingen.de/~hbaayen/publications/baayenCUPstats.pdf

Precalculus,This textbook is meant as a review of the essential mathematics needed to succeed in calculus and as an emphasis on problem solving.,http://www.math.washington.edu/~colling/HSMath120/TB201112.pdf

[No longer freely accessible] First Year Calculus for Students of Mathematics and Related Disciplines,"A calculus textbook project. For the most part, this book is spelled out for students in more detail than usual.",https://titles.cognella.com/first-semester-calculus-for-students-of-mathematics-and-related-disciplines-9781516542277#product.info.titles.authors

Issues in Open Research Data,An introduction to some of the issues surrounding open research data in a range of academic disciplines.,http://www.oapen.org/download?type=document&docid=533882

"OpenIntro Statistics, Third Edition","An open-source textbook for introductory statistics. It has been used in dozen courses including ones at Princeton University, and the University of Southern California.",https://drive.google.com/file/d/0B-DHaDEbiOGkc1RycUtIcUtIelE/view

"Advanced High School Statistics, First Edition",An open-source textbook constructed for high school statistics. This textbook covers all topics in the AP* Statistics exam.,https://www.openintro.org/download.php?file=ahss1_tablet&referrer=/stat/textbook.php

Applied Data Science,"Lecture notes for Applied Data Science course at Columbia University. It focuses more on the statistics edge, while also teaching readers some basic programming skill.",http://columbia-applied-data-science.github.io/appdatasci.pdf

Advanced Data Analysis from an Elementary Point of View,"A textbook on data analysis methods, intended for a one-semester course for advance undergraduate students who have already taken classes in probability, mathematical statistics, and linear regression.",http://www.stat.cmu.edu/~cshalizi/ADAfaEPoV/

An Introduction to Data Science,This book provides non-technical readers with a gentle introduction to essential concepts and activities of data science.,https://minio.webservices.ischool.syr.edu/media.ischool.syr.edu/oldmedia/documents/2012/3/DataScienceBook1_1.pdf

Engineering Security,"This book is an overview of how security actually works in practice, and details the success and failures of security implementations. It also focuses on usability, and the different mental models of security between end users and cryptographers.",https://www.cs.auckland.ac.nz/~pgut001/pubs/book.pdf

Fundamentals of Computer Programming with C#,"A comprehensive computer programming tutorial that teaches programming, logical thinking, data structures and algorithms, problem solving and high quality code with lots of examples in C#.",http://www.introprogramming.info/english-intro-csharp-book/

The Rook's Guide to C++,This Creative Commons-licensed textbook written by Norwich University students and faculty aims to provide an introduction to the C++ programming language.,https://rooksguide.files.wordpress.com/2013/12/rooks-guide-isbn-version.pdf

Introduction to Modern Set Theory,This text is designed for a one-semester course in set theory at the advanced undergraduate or beginning graduate level.,http://www.people.vcu.edu/~clarson/roitman-set-theory.pdf

A First Course in Complex Analysis,This text was written for a one-semester undergraduate course developed at Binghamton University (SUNY) and San Francisco State University.,http://math.sfsu.edu/beck/complex.html

Fundamentals of Electrical Engineering I,"The text focuses on the creation, manipulation, transmission, and reception of information by electronic means.",http://www.ece.rice.edu/~dhj/courses/elec241/col10040.pdf

Philosophy of Computer Science: An Introductory Course,A textbook on the philosophy of computer science. It is based on a course the author created for the Department of Computer Science and Engineering and the Department of Philosophy at the State University of New York at Buffalo.,https://www.cse.buffalo.edu/~rapaport/Papers/phics.pdf

A First Course in Design and Analysis of Experiments,Covers the basic topics in experimental design and analysis and is intended for graduate students and advanced undergraduates.,http://users.stat.umn.edu/~gary/Book.html

Discrete Math for Computer Science Students,"This text teaches all the math, with the exception of linear algebra, that is needed to succeed in computer science.",https://math.dartmouth.edu/archive/m19f03/public_html/

Mathematics for Computer Science,This book covers elementary discrete mathematics for computer science and engineering. It emphasizes mathematical definitions and proofs as well as applicable methods.,https://courses.csail.mit.edu/6.042/spring17/mcs.pdf

"Computer Networking : Principles, Protocols and Practice",An open-source ebook that explains the main principles of Computer Networking and the key protocols that are used on the Internet. ,http://cnp3book.info.ucl.ac.be/

Artificial Intelligence: Foundations of Computational Agents,A textbook aimed at junior to senior undergraduate students and first-year graduate students. It presents artificial intelligence (AI) using a coherent framework to study the design of intelligent computational agents.,http://artint.info/html/ArtInt.html

A First Course in Electrical and Computer Engineering,"This book was written for an experimental freshman course at the University of Colorado, just before students' first circuits course.",http://cnx.org/content/col10685/latest/

Introduction to Probability and Statistics Using R,A textbook written for an undergraduate course in probability and statistics.,http://www.atmos.albany.edu/facstaff/timm/ATM315spring14/R/IPSUR.pdf

"Beginning and Intermediate Algebra, 2nd Edition",This text includes many detailed examples for each section along with several problems for students to practice and master concepts.,http://www.wallace.ccfaculty.org/book/book.html

Getting Started With Open Source Development," A good starting point for beginners to the open source software development and its licensing requirements, organizations, tools, and case studies.",https://public.dhe.ibm.com/software/dw/db2/express-c/wiki/Getting_started_with_open_source_development_p2.pdf

Design and Analysis of Algorithms,This book focuses on fundamental data structures and graph algorithms.,https://www.cs.duke.edu/courses/fall08/cps230/Book.pdf

Competitive Programming: Increasing the Lower Bound of Programming Contests,"This is a book that every competitive programmer must read – and master, at least during the middle phase of their programming career.",http://www.comp.nus.edu.sg/~stevenha/myteaching/competitive_programming/cp1.pdf

Theory and Applications for Advanced Text Mining,This book is composed of 9 chapters introducing advanced text mining techniques. They are various techniques from relation extraction to under or less resourced language.,http://www.intechopen.com/books/theory-and-applications-for-advanced-text-mining

Statistical Data Mining,A text for a short course in statistical data mining.,https://www.stats.ox.ac.uk/pub/bdr/SDM2002/DM2002.pdf

Algorithm Analysis and Design,Lecture notes for postgraduate and undergraduate courses on Design and Analysis of Algorithms in IIT Delhi.,http://www.cse.iitd.ernet.in/~ssen/csl356/notes/root.pdf

How to make an Operating System,"This text is a guide on how to write, test and run, a very simple operating system in C++ and Assembly from scratch.",https://www.gitbook.com/book/samypesse/how-to-create-an-operating-system/details

The Little Book About OS Development,A practical guide to writing your own x86 operating system.,https://littleosbook.github.io/

Hadoop illuminated,"An introduction to Big Data and Apache Hadoop. This book aims to make Hadoop knowledge accessible to a wider audience, not just to the highly technical.",http://hadoopilluminated.com/index.html

Communication Networks,"This book provides a broad coverage of the key concepts, techniques, and terminology in data communication and telecommunication. No previous knowledge of networks or programming is assumed.",http://www.pragsoft.com/books/CommNetwork.pdf

Introduction to Machine Learning,Class notes of Machine Learning course given at the Hebrew University of Jerusalem.,http://arxiv.org/pdf/0904.3664.pdf

Learn C++ Programming Language,This tutorial adopts a simple and practical approach to describe the concepts of C++. ,http://www.tutorialspoint.com/cplusplus/cpp_tutorial.pdf

"Scipy Lecture Notes: One document to learn numerics, science, and data with Python","A self-contained introduction to everything that is needed to use Python for science, from the language itself, to numerical computing or plotting.",http://www.scipy-lectures.org

Python for You and Me,Python for You and Me is a book to learn Python. It targets people who are completely new to the language.,http://pymbook.readthedocs.io/en/latest/

Data Structures and Algorithms  with Object-Oriented Design Patterns in Python,"This book covers  fundamentals of data structures and algorithms using Python. It also illustrates object-oriented design and it promotes the use of common, object-oriented design patterns.",http://www.brpreiss.com/books/opus7/

Programming Computer Vision with Python,"A hands-on introduction to computer vision’s underlying theory and algorithm,  with examples written in Python.",http://programmingcomputervision.com/downloads/ProgrammingComputerVision_CCdraft.pdf

Natural Language Processing with Python: Analyzing Text with the Natural Language Toolkit,"This book offers a highly accessible introduction to natural language processing, the field that supports a variety of language technologies, from predictive text and email filtering to automatic summarization and translation.",http://www.nltk.org/book/

"Snake Wrangling for Kids, Learning to Program with Python","Snake Wrangling for Kids is for children 8 years and older (and parents), who would like to learn computer programming. It covers the very basics of programming, and uses the Python 3 programming language to teach the concepts.",https://code.google.com/archive/p/swfk/downloads

Python Practice Book,A Python tutorial with lot of examples and practice problems.,http://anandology.com/python-practice-book/index.html

Explore Flask,Explore Flask is a book about best practices and patterns for developing web applications with Flask. ,https://exploreflask.com/

"Python Cookbook, Third Edition","Packed with practical recipes written and tested with Python 3.3, this unique cookbook is for experienced Python programmers who want to focus on modern tools and idioms.",http://chimera.labs.oreilly.com/books/1230000000393/index.html

Test-Driven Development with Python,"This hands-on guide demonstrates the practical advantages of test-driven development (TDD) with Python, by taking you through the development of a real web application from beginning to end.",http://www.obeythetestinggoat.com

Tango With Django,"This book provides readers with a practical guide to web development using Django with a walkthrough of the steps involved in getting their first web applications up and running, as well as deploying them to a web server.",http://www.tangowithdjango.com

Basics of Modelling and Visualization,"This textbook presents basic concepts related to modelling and visualization tasks. It should be helpful to anyone who is interested in computer graphics, modelling techniques, animation and visualization of data.",http://kgdawiec.bplaced.net/badania/pdf/bien_2009.pdf

Modeling Creativity - Case Studies in Python,"In this doctoral thesis, Tom De Smedt aims to construct computer models that exhibit creativity in an artistic context, that is, that are capable of generating or evaluating an artwork (visual or linguistic).",http://www.clips.ua.ac.be/sites/default/files/modeling-creativity.pdf

Porting to Python 3: An in-depth guide,"This book guides you through the process of porting your Python 2 code to Python 3, from choosing a porting strategy to solving your distribution issues. Using plenty of examples it takes you cross the hurdles and shows you the new Python features.",http://python3porting.com

The Hitchhiker’s Guide to Python!,"This book provides both novice and expert Python developers a best practice handbook for the installation, configuration, and usage of Python on a daily basis.",http://docs.python-guide.org/en/latest/

[No Longer Freely Available] Learn C The Hard Way,"This book teaches C and aims to help you gain some skills commonly found lacking in programmers: reading comprehension, attention to detail, spotting differences, planning and debugging. Learning C will help you toward this goal.",https://learncodethehardway.org/c/

Modern C,"This book is organized in levels to motivate readers to learn C as more than just an ""easy to learn"" language.",https://modernc.gforge.inria.fr/

Composing Programs,"An introduction to programming and computer science, this text focuses on methods for abstraction, programming paradigms, and techniques for managing the complexity of large programs, using the Python 3 programming language.",http://composingprograms.com

Dive Into Python 3,"Dive Into Python 3 covers Python 3 and its differences from Python 2. Compared to Dive Into Python, it’s about 20% revised and 80% new material.",http://getpython3.com/diveintopython3/

A Brief Introduction to Neural Networks,This book provides a comprehensive overview of the subject of neural networks.,http://www.dkriesel.com/en/science/neural_networks

Linear Algebra,"This book is suitable for a sophomore level linear algebra course taught in about twenty-five lectures. It is designed both for engineering and science majors, but has enough abstraction to be useful for potential math majors. ",https://www.math.ucdavis.edu/~linear/

Calculus 1 (APEX Calculus v3.0),"A Calculus text covering limits, derivatives and the basics of integration. This book contains numerous examples and illustrations to help make concepts clear.",https://drive.google.com/open?id=0B2Pdg3LqVPNPdlMxbzNmbnhuMmc&authuser=0

Calculus 2 (APEX Calculus v3.0),"A calculus text which begins with the basic concepts of integration, then covers techniques and applications of integration, followed by sequences and series. This book contains numerous examples and illustrations to help make concepts clear.",https://drive.google.com/open?id=0B2Pdg3LqVPNPMUc1RFJCWm9ZN28&authuser=0

Calculus 3 (APEX Calculus v3.0),"A calculus text covering parametric equations, polar coordinates, vector valued functions, and multivariable functions. This book contains numerous examples and illustrations to help make concepts clear.",https://drive.google.com/open?id=0B2Pdg3LqVPNPeFFxYXBlR1ZzX2s&authuser=0

Fundamentals of Matrix Algebra,"A college-level (or advanced high school) text dealing with the basic principles of matrix and linear algebra, this text covers systems of linear equations, matrix arithmetic, and the determinant, eigenvalues, and linear transformations. ",http://www.vmi.edu/WorkArea/DownloadAsset.aspx?id=10737419980

An Introduction to MATLAB and Mathcad,An introduction to programming and problem solving using both MATLAB and Mathcad. ,http://www.vmi.edu/WorkArea/DownloadAsset.aspx?id=10737419982

Active Calculus - Multivariable,This book actively engages students in learning the subject through an activity-driven approach in which the vast majority of the examples are completed by students.,http://faculty.gvsu.edu/boelkinm/Home/0_AC_MV.pdf

Elementary Calculus,"This is the first part (Calculus I) of a text on elementary calculus, designed for students who have completed courses in high-school algebra, geometry, and trigonometry.",http://www.mecmath.net/calculus/index.html

Active Calculus - Single Variable,"Rather than detailed explanations and worked out examples, this book uses activities intended to be done by the students in order to present the standard concepts and computational techniques of calculus.",http://faculty.gvsu.edu/boelkinm/Home/Active_Calculus.html

Efficient R programming,Both authors give practical advice on a range of topics—from optimizing set-up of RStudio to leveraging C++—that make this book a valuable asset for both experienced and novice programmers.,https://csgillespie.github.io/efficientR/

Build Your Own Lisp,Learn C and build your own programming language in 1000 lines of code!,http://www.buildyourownlisp.com

Foundations of Programming - Building Better Software,This book focuses on helping enthusiastic programmers help themselves with patterns and best practices.,http://openmymind.net/FoundationsOfProgramming.pdf

"Elementary Number Theory: Primes, Congruences, and Secrets: A Computational Approach","A textbook about prime numbers, congruences, secret messages, and elliptic curves that you can read cover to cover.",http://wstein.org/books/ent/

Sage for Power Users,"A book about Sage, a viable free open source alternative to the commercial programs Magma, Maple, Mathematica, and Matlab. Some previous computer programming experience is assumed.",http://wstein.org/books/sagebook/sagebook.pdf

Sage for Undergraduates,"An introduction for newcomers to Sage, the open-source and free competitor to software like Maple, Mathematica, Magma and Matlab, as well as a reference for those with some experience. ",http://www.gregorybard.com/sage_for_undergraduates_color.pdf.zip

"Algebraic Number Theory, a Computational Approach",This book is based on notes the author created for a one-semester undergraduate course on Algebraic Number Theory at Harvard.,http://wstein.org/books/ant/

Beej's Guide to C Programming,An introduction to C programming language for those who just starting to code.,http://beej.us/guide/bgc/

Beej's Guide to Network Programming Using Internet Sockets,A tutorial to socket programming for C programmers. It provides complete examples of simple clients and servers supporting both IPv6 and IPv4.,http://beej.us/guide/bgnet/

Statistics Done Wrong: The woefully complete guide,"Statistics Done Wrong is a pithy, essential guide to statistical blunders in modern science that will show you how to keep your research blunder-free. ",http://www.statisticsdonewrong.com

The Probability and Statistics Cookbook,"This cookbook is a succinct representation of various topics in probability theory and statistics. It provides a comprehensive mathematical reference reduced to its essence, rather than aiming for elaborate explanations.",http://statistics.zone

Introduction to Statistical Thought,The book is intended as an upper level undergraduate or introductory graduate textbook in statistical thinking with a likelihood emphasis for students with a good knowledge of calculus and the ability to think abstractly.,http://people.math.umass.edu/~lavine/Book/book.html

Learning Statistics with R,"This book discusses how to get started in R, and gives an introduction to data manipulation and writing scripts. It grows from materials used in the introductory statistics class for psychology students at the University of Adelaide.",http://www.fon.hum.uva.nl/paul/lot2015/Navarro2014.pdf

Building Blocks for Theoretical Computer Science (Version 1.3),"This book teaches you how to read and write mathematical proofs.  It also gives a brief introduction to some key topics in theoretical computer science: algorithm analysis and complexity, automata theory, and computability.",http://mfleck.cs.illinois.edu/building-blocks/index.html

